Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
118079,0,4,1,1,43298,16,500,1,4867,0,2,3
29632,0,1,1,1,0,0,0,0,4898,0,1,0
164307,0,3,1,1,21704,14,0,0,4023,0,0,0
13490,0,1,1,1,0,0,0,0,4870,0,1,0
36296,0,1,1,1,5780,6,0,0,4600,0,1,0
120447,0,5,1,1,53804,15,350,1,4840,0,2,3
35094,0,1,1,1,4000,11,0,0,4944,1,1,2
30662,0,1,1,1,0,0,0,0,4996,0,1,0
157452,0,4,1,1,45312,18,0,0,4471,0,0,0
24266,0,1,1,1,2375,12,0,0,4111,0,1,0
59162,0,1,1,1,2520,7,0,0,4726,0,1,0
30486,0,1,1,1,0,0,0,0,5051,0,1,0
20818,0,1,1,1,15214,4,0,0,5036,0,1,0
106509,0,1,1,1,1113,7,0,0,5036,0,1,0
9002,0,1,1,1,1586,9,0,0,4933,1,1,2
16088,0,3,1,1,17872,15,0,0,4563,1,0,2
10079,0,1,1,1,569,8,0,0,4651,0,1,0
20630,0,1,1,1,2045,4,0,0,4643,0,1,0
36665,0,1,1,1,1625,6,0,0,4747,0,1,0
88668,0,2,1,1,9889,15,100,1,4903,0,2,3
46074,0,1,1,1,2193,11,0,0,4419,0,1,0
1923,0,1,1,1,1170,2,0,0,4615,0,1,0
46030,0,1,1,1,4375,27,0,0,4566,0,1,0
31236,0,1,1,1,2250,13,0,0,4523,0,1,0
18351,0,1,1,1,0,0,0,0,4744,0,1,0
4779,0,1,1,1,600,2,0,0,4926,1,1,2
66923,0,3,1,1,17139,12,0,0,4875,0,0,0
24008,0,1,1,1,540,3,0,0,4901,0,1,0
2793,0,1,1,1,8000,3,0,0,4588,1,1,2
71930,0,4,1,1,32774,13,500,1,4300,1,2,1
7291,0,1,1,1,0,0,0,0,4104,0,1,0
4838,0,3,1,1,23592,16,500,1,5024,1,2,1
156219,0,5,1,1,55874,24,0,0,5015,1,0,2
114376,0,4,1,1,33949,15,0,0,5009,1,0,2
19998,0,1,1,1,4309,13,0,0,4995,1,1,2
29506,0,1,1,1,4826,16,500,2,4993,0,2,-1
21933,0,4,1,1,27166,15,550,1,4974,1,2,1
58758,0,1,1,1,6500,38,0,0,4974,0,0,0
86069,0,4,1,1,35282,21,0,0,4972,1,0,2
8350,0,1,1,1,2125,10,0,0,4967,0,1,0
26862,0,3,1,1,15510,15,0,0,4965,1,0,2
72623,0,1,1,1,0,0,0,0,4957,0,1,0
53869,0,1,1,1,6750,26,0,0,4940,0,1,0
5264,0,1,1,1,0,0,0,0,4496,0,1,0
22459,0,1,1,1,104,2,0,0,4215,0,1,0
65021,0,2,1,1,10369,12,0,0,3547,0,1,0
44205,0,4,1,1,28340,13,0,0,3676,0,0,0
18433,0,1,1,1,3174,9,0,0,3930,0,1,0
6341,0,1,1,1,3658,12,0,0,3706,0,1,0
3641,0,1,1,1,1164,3,0,0,3603,0,1,0
39207,0,1,1,1,965,3,0,0,3757,0,1,0
63362,0,3,1,1,16331,15,350,1,3544,0,2,3
329,0,3,1,1,23492,14,0,0,4868,1,0,2
22424,0,1,1,1,648,2,0,0,3951,0,1,0
36805,0,3,1,1,13018,16,0,0,3799,0,0,0
63437,0,2,1,1,7160,15,0,0,4595,0,1,0
7922,0,1,1,1,0,0,0,0,4491,0,1,0
12612,0,1,1,1,0,0,0,0,4170,0,1,0
45916,0,1,1,1,675,6,500,2,2818,1,2,5
51324,0,3,1,1,20533,14,0,0,4408,0,0,0
412,0,1,1,1,13000,1,0,0,4761,1,1,2
8103,0,1,1,1,2750,15,0,0,4776,1,1,2
17388,0,1,1,1,0,0,0,0,4232,0,1,0
50015,0,3,1,1,20839,16,50,1,4497,0,0,3
45340,0,3,1,1,14063,16,500,1,4660,1,2,1
200963,0,1,1,1,6164,4,150,1,4782,0,2,-1
85884,0,2,1,1,7742,9,0,0,4692,0,1,0
4236,0,1,1,1,3000,7,0,0,4148,1,1,2
55843,0,1,1,1,6000,3,0,0,4341,1,1,2
43000,0,1,1,1,1273,4,173,1,4646,0,1,3
5573,0,1,1,1,1958,17,0,0,3714,1,1,2
2080,0,1,1,1,0,0,0,0,4635,0,1,0
43686,0,1,1,1,4039,12,0,0,4328,0,1,0
11001,0,1,1,1,255,5,0,0,4315,0,1,0
10146,0,3,1,1,26633,12,0,0,4509,1,0,2
35062,0,3,1,1,16237,26,0,0,4152,1,0,2
11866,0,2,1,1,6139,9,0,0,4667,1,1,2
41048,0,1,1,1,1195,3,0,0,4856,0,1,0
25004,0,1,1,1,1113,3,0,0,4860,1,1,2
65952,0,4,1,1,34770,14,0,0,4827,0,0,0
61286,0,1,1,1,1500,5,0,0,4755,0,1,0
118177,0,3,1,1,20910,18,402,1,4811,0,2,3
98608,0,1,1,1,969,12,0,0,4663,0,1,0
2502,0,1,1,1,15500,4,500,1,4761,1,2,1
123430,0,4,1,1,49987,17,0,0,4798,1,0,2
36219,0,1,1,1,4044,10,0,0,4595,0,1,0
3789,0,1,1,1,181,3,0,0,4756,1,1,2
16065,0,1,1,1,0,0,0,0,4456,0,1,0
28733,0,1,1,1,0,0,0,0,4650,0,1,0
26965,0,2,1,1,7346,13,0,0,4653,0,1,0
5074,0,1,1,1,500,1,0,0,4730,0,1,0
23551,0,1,1,1,2375,12,0,0,4663,1,1,2
32015,0,1,1,1,6000,6,0,0,4574,0,1,0
65435,0,1,1,1,1000,2,500,1,4786,0,2,3
39079,0,1,1,1,3070,5,0,0,4750,0,1,0
108616,0,4,1,1,36476,13,0,0,4644,0,0,0
80154,0,4,1,1,47270,14,0,0,4352,0,0,0
25563,0,1,1,1,303,8,0,0,3511,1,1,2
18007,0,4,1,1,33237,15,0,0,4665,1,0,2
51752,0,3,1,1,25962,20,0,0,4631,0,0,0
21540,0,1,1,1,1188,9,0,0,4791,0,1,0
196079,0,5,1,1,56890,21,0,0,4791,0,0,0
20681,0,1,1,1,0,0,0,0,4939,0,1,0
155278,0,4,1,1,27200,16,0,0,4926,1,0,2
105588,0,2,1,1,22973,3,0,0,4805,0,0,0
41366,0,3,1,1,27148,15,0,0,4806,0,0,0
59445,0,1,1,1,5500,21,500,2,4843,0,2,-1
58778,0,4,1,1,28325,13,0,0,4919,0,0,0
38224,0,1,1,1,2587,10,0,0,4824,0,1,0
34941,0,3,1,1,23718,16,0,0,4755,0,0,0
115197,0,3,1,1,17638,24,0,0,4820,0,0,0
98604,0,3,1,1,17490,15,0,0,4919,1,0,2
23984,0,1,1,1,2737,14,0,0,4905,0,1,0
169947,0,4,1,1,48140,21,0,0,4895,0,0,0
71610,0,3,1,1,20918,14,0,0,4895,0,0,0
18601,0,1,1,1,100,1,0,0,4888,0,1,0
49331,0,3,1,1,23572,12,100,1,4888,0,0,3
43326,0,1,1,1,4164,12,0,0,4881,0,1,0
12112,0,1,1,1,0,0,0,0,4882,0,1,0
98343,0,4,1,1,31961,16,0,0,4971,1,0,2
83006,0,4,1,1,45167,13,0,0,4906,1,0,2
78032,0,3,1,1,24046,23,0,0,4862,0,0,0
176262,0,3,1,1,12678,8,150,1,4862,0,2,-1
41370,0,5,1,1,51335,9,0,0,4842,1,0,2
92905,0,1,1,1,1766,10,0,0,4827,1,1,2
7430,0,1,1,1,10500,5,0,0,4791,1,1,2
197673,0,4,1,1,48932,15,0,0,4775,1,0,2
13310,0,1,1,1,0,0,0,0,4755,0,1,0
3580,0,1,1,1,130,3,0,0,4730,0,1,0
4780,0,1,1,1,0,0,0,0,4733,0,1,0
88192,0,4,1,1,47848,22,500,1,4784,1,2,1
105665,0,4,1,1,31226,13,0,0,4727,1,0,2
24756,0,1,1,1,7720,26,500,2,4723,1,2,-1
80988,0,1,1,1,4413,5,0,0,4707,0,1,0
5617,0,1,1,1,4400,4,400,1,4706,1,2,1
4087,0,1,1,1,500,4,0,0,4684,0,1,0
40264,0,1,1,1,19137,13,0,0,4684,0,1,0
13290,0,1,1,1,3175,5,0,0,4679,1,1,2
130761,0,4,1,1,52423,15,0,0,4674,1,0,2
14371,0,4,1,1,28723,13,0,0,4671,1,0,2
25322,0,3,1,1,23821,16,0,0,4673,1,0,2
55356,0,3,1,1,23871,15,0,0,4660,0,0,0
63311,0,4,1,1,29318,11,0,0,4667,0,0,0
90307,0,1,1,1,3150,3,650,2,4664,1,2,-1
2198,0,1,1,1,16070,12,0,0,4658,1,1,2
7730,0,1,1,1,375,3,0,0,4659,0,1,0
16171,0,1,1,1,2875,16,0,0,4656,0,1,0
35895,0,3,1,1,15720,11,0,0,4649,1,0,2
46578,0,2,1,1,8322,12,0,0,4645,1,0,2
54309,0,1,1,1,6772,7,250,1,4698,0,2,3
45613,0,4,1,1,29117,16,350,1,4625,1,2,1
93148,0,2,1,1,7776,18,0,0,4631,0,0,0
27905,0,1,1,1,3794,11,0,0,4628,0,1,0
139983,0,3,1,1,17289,24,100,2,4629,1,2,-1
19479,0,1,1,1,2250,4,0,0,4625,0,1,0
63635,0,1,1,1,5175,31,50,1,4622,0,0,3
19020,0,1,1,1,330,3,0,0,4614,0,1,0
61172,0,2,1,1,6875,10,0,0,4609,0,1,0
7342,0,1,1,1,0,0,0,0,4604,0,1,0
13046,0,1,1,1,0,0,0,0,4597,1,1,2
77814,0,4,1,1,43914,17,0,0,4587,1,0,2
7545,0,1,1,1,616,6,0,0,4587,0,1,0
26972,0,1,1,1,0,0,0,0,4587,0,1,0
184805,0,4,1,1,52755,22,0,0,4726,1,0,2
66328,0,4,1,1,40522,14,0,0,4575,0,0,0
51745,0,4,1,1,41377,14,0,0,4606,0,0,0
49708,0,1,1,1,0,0,0,0,4560,0,1,0
46926,0,4,1,1,27889,15,0,0,4554,1,0,2
9126,0,1,1,1,1202,13,350,1,4554,0,2,3
95109,0,4,1,1,26149,8,0,0,4593,0,0,0
65706,0,3,1,1,21958,17,0,0,4534,0,0,0
9862,0,1,1,1,31280,15,0,0,4545,1,0,2
25541,0,1,1,1,660,3,0,0,4520,0,1,0
5580,0,1,1,1,60,2,0,0,4533,0,1,0
37514,0,4,1,1,35874,31,500,1,4537,1,2,1
67083,0,1,1,1,4600,4,500,1,4532,0,2,3
92646,0,4,1,1,27177,16,0,0,4523,0,0,0
21110,0,1,1,1,3402,12,0,0,4516,0,1,0
15876,0,1,1,1,0,0,0,0,4512,0,1,0
8957,0,1,1,1,0,0,0,0,4509,0,1,0
5375,0,1,1,1,2000,9,0,0,4509,0,1,0
109114,0,4,1,1,31956,27,0,0,4512,1,0,2
23432,0,1,1,1,1162,10,0,0,4510,0,1,0
111384,0,4,1,1,26669,14,0,0,4505,0,0,0
69880,0,1,1,1,4635,5,0,0,4552,0,1,0
11289,0,1,1,1,1500,5,0,0,4492,0,1,0
40808,0,4,1,1,38612,27,400,2,4490,1,2,-1
3441,0,1,1,1,1643,6,0,0,4484,0,1,0
35216,0,1,1,1,9959,14,0,0,4481,0,1,0
63036,0,2,1,1,9006,14,0,0,4475,0,1,0
20844,0,1,1,1,20844,10,0,0,4474,0,1,0
42420,0,1,1,1,1000,1,0,0,4461,0,1,0
36254,0,1,1,1,7232,7,0,0,4453,0,1,0
22412,0,3,1,1,11654,12,0,0,4460,1,0,2
11512,0,1,1,1,3667,14,0,0,4460,0,1,0
1703,0,1,1,1,1230,4,0,0,4390,0,1,0
51471,0,3,1,1,15505,32,412,1,4450,1,2,-1
25577,0,4,1,1,33420,18,0,0,4432,1,0,2
17111,0,3,1,1,13577,10,0,0,4434,1,0,2
99336,0,3,1,1,14195,14,500,1,4453,0,2,3
67612,0,1,1,1,0,0,0,0,4442,0,1,0
38918,0,1,1,1,6505,29,618,2,4442,0,2,-1
72812,0,3,1,1,16930,17,50,1,4442,0,0,3
134937,0,1,1,1,500,1,0,0,4427,1,1,2
121688,0,4,1,1,31631,15,0,0,4420,0,0,0
162410,0,3,1,1,20203,17,0,0,4420,0,0,0
171946,0,3,1,1,19198,28,0,0,4397,0,0,0
15737,0,1,1,1,220,3,0,0,4404,0,1,0
77814,0,3,1,1,14786,11,0,0,4394,0,0,0
53768,0,1,1,1,4798,16,450,1,4387,0,2,3
87366,0,3,1,1,18012,16,0,0,4380,0,0,0
56461,0,4,1,1,40190,14,0,0,4359,1,0,2
46855,0,2,1,1,8845,17,0,0,4379,1,0,2
53027,0,1,1,1,0,0,0,0,4585,0,1,0
61450,0,2,1,1,7927,10,0,0,4383,0,1,0
18538,0,1,1,1,2200,3,0,0,4344,0,1,0
28319,0,3,1,1,18449,13,0,0,4392,1,0,2
107360,0,3,1,1,15641,15,0,0,4423,0,0,0
9753,0,1,1,1,1235,3,0,0,4343,0,1,0
13033,0,1,1,1,1625,6,0,0,4334,0,1,0
104052,0,2,1,1,6016,12,0,0,4331,0,1,0
13878,0,1,1,1,0,0,0,0,4317,0,1,0
7254,0,1,1,1,0,0,0,0,4323,0,1,0
94938,0,3,1,1,12999,21,0,0,4310,0,0,0
86143,0,3,1,1,29652,11,500,1,4317,1,2,1
138512,0,4,1,1,30130,15,50,1,4313,1,0,-1
66875,0,1,1,1,3206,17,0,0,4308,1,1,2
96026,0,3,1,1,25670,19,0,0,4310,0,0,0
31572,0,1,1,1,0,0,0,0,4299,0,1,0
11834,0,1,1,1,0,0,0,0,4306,1,1,2
23552,0,4,1,1,36165,11,0,0,4300,1,0,2
66052,0,1,1,1,8380,8,0,0,4301,0,1,0
55639,0,1,1,1,2750,15,0,0,4299,1,1,2
68226,0,1,1,1,3147,8,200,2,4299,0,2,4
17810,0,1,1,1,1375,4,0,0,4294,0,1,0
21915,0,1,1,1,7000,33,0,0,4289,0,0,0
32563,0,1,1,1,4200,3,200,1,4282,0,1,3
49479,0,1,1,1,5500,24,100,1,4282,0,2,3
60049,0,1,1,1,0,0,0,0,4278,1,1,2
75112,0,4,1,1,35532,14,500,1,4271,0,2,3
19787,0,1,1,1,2016,9,500,1,4258,0,2,3
91716,0,1,1,1,6978,12,0,0,4267,0,1,0
16495,0,1,1,1,18779,11,0,0,4261,1,1,2
25963,0,2,1,1,8183,25,0,0,4244,0,0,0
1701,0,1,1,1,10,1,0,0,4260,1,1,2
73852,0,1,1,1,0,0,0,0,4252,0,1,0
12791,0,1,1,1,0,0,0,0,4246,0,1,0
39020,0,1,1,1,1295,4,0,0,4246,0,1,0
1076,0,3,1,1,11379,8,0,0,4233,1,0,2
4735,0,1,1,1,275,2,0,0,4257,0,1,0
4708,0,1,1,1,1000,1,0,0,4232,0,1,0
156544,0,4,1,1,46593,13,0,0,4225,0,0,0
12239,0,1,1,1,2912,5,0,0,4226,0,1,0
101464,0,3,1,1,14610,13,0,0,4223,0,0,0
55147,0,4,1,1,29219,13,0,0,4225,0,0,0
52084,0,1,1,1,4836,7,0,0,4222,0,1,0
19634,0,1,1,1,0,0,0,0,4198,0,1,0
56258,0,4,1,1,38591,23,500,1,4197,1,2,1
22455,0,4,1,1,38814,17,0,0,4175,1,0,2
11604,0,1,1,1,95,2,0,0,4177,0,1,0
72510,0,4,1,1,31469,12,0,0,4169,1,0,2
33383,0,1,1,1,0,0,0,0,4163,0,1,0
181200,0,1,1,1,7514,21,0,0,4159,0,0,0
17500,0,1,1,1,17500,2,0,0,4167,0,1,0
12465,0,1,1,1,380,3,0,0,4162,0,1,0
6316,0,1,1,1,0,0,0,0,4149,0,1,0
975,0,1,1,1,350,3,0,0,4519,0,1,0
50909,0,3,1,1,14830,18,0,0,4135,1,0,2
79500,0,3,1,1,21489,15,0,0,4146,0,0,0
15875,0,3,1,1,24918,12,0,0,4141,1,0,2
12906,0,1,1,1,0,0,0,0,4124,0,1,0
14155,0,1,1,1,3250,19,0,0,4134,0,1,0
576,0,3,1,1,12082,14,0,0,4128,1,0,2
27669,0,1,1,1,3375,20,0,0,4127,0,1,0
21708,0,3,1,1,12811,13,0,0,4100,0,0,0
35433,0,1,1,1,1600,3,0,0,4113,0,1,0
162369,0,4,1,1,41359,15,500,1,4113,1,2,-1
6206,0,1,1,1,375,3,0,0,4107,0,1,0
3664,0,1,1,1,0,0,0,0,4089,0,1,0
24496,0,1,1,1,4000,3,500,1,4086,1,2,1
36033,0,3,1,1,36033,13,0,0,4079,0,0,0
12766,0,1,1,1,1900,4,400,2,4072,0,2,4
16489,0,1,1,1,4851,27,0,0,4064,0,1,0
84516,0,3,1,1,22713,15,0,0,4063,0,0,0
74147,0,2,1,1,8315,16,50,1,4064,0,0,3
24887,0,1,1,1,0,0,0,0,4047,0,1,0
56954,0,3,1,1,29409,32,0,0,4051,0,0,0
8647,0,1,1,1,0,0,0,0,4036,0,1,0
37114,0,1,1,1,21623,12,0,0,4040,1,0,2
50715,0,4,1,1,39211,13,0,0,4051,1,0,2
149305,0,4,1,1,49893,19,0,0,4030,0,0,0
20534,0,1,1,1,589,7,0,0,4021,0,1,0
3962,0,1,1,1,292,8,0,0,4027,0,1,0
5112,0,1,1,1,0,0,0,0,4020,0,1,0
30300,0,1,1,1,2160,7,0,0,4002,0,1,0
39139,0,1,1,1,710,4,0,0,3967,0,1,0
52440,0,1,1,1,500,1,0,0,4026,0,1,0
23329,0,1,1,1,6326,3,0,0,4008,0,1,0
10679,0,2,1,1,13363,12,0,0,4001,1,0,2
53487,0,1,1,1,0,0,0,0,3991,0,1,0
9052,0,1,1,1,280,2,0,0,3987,0,1,0
129972,0,3,1,1,15081,18,500,1,3986,0,2,3
150312,0,1,1,1,1000,1,0,0,3967,0,1,0
33517,0,1,1,1,1250,2,250,1,3978,1,2,1
97750,0,3,1,1,12616,16,600,2,4074,0,2,6
59035,0,1,1,1,245,4,0,0,3960,0,1,0
132335,0,4,1,1,30273,14,0,0,3974,0,0,0
123313,0,4,1,1,31595,15,0,0,3959,0,0,0
46440,0,1,1,1,5582,24,0,0,3952,1,0,2
58970,0,3,1,1,13467,18,0,0,3946,1,0,2
80534,0,3,1,1,20715,17,0,0,3949,1,0,2
12184,0,1,1,1,1160,3,0,0,3939,0,1,0
10355,0,2,1,1,6510,10,0,0,3918,0,1,0
39947,0,1,1,1,1750,7,0,0,3922,0,1,0
3082,0,1,1,1,0,0,0,0,3923,0,1,0
37563,0,2,1,1,8142,14,0,0,3925,0,1,0
87282,0,3,1,1,13480,10,0,0,3911,0,0,0
11355,0,1,1,1,135,3,0,0,3916,0,1,0
197239,0,4,1,1,53412,25,250,2,3914,1,2,-1
50586,0,1,1,1,0,0,0,0,3902,0,1,0
54388,0,4,1,1,27516,14,0,0,3903,1,0,2
30546,0,3,1,1,11304,14,0,0,3900,0,0,0
24407,0,1,1,1,923,10,0,0,3910,0,1,0
56213,0,1,1,1,3207,14,350,1,3900,0,2,3
21944,0,4,1,1,29461,13,0,0,3900,1,0,2
37244,0,4,1,1,38220,18,0,0,3890,1,0,2
38439,0,1,1,1,3318,13,0,0,3886,0,1,0
32160,0,1,1,1,1130,6,250,1,3883,0,2,3
8000,0,1,1,1,2250,11,0,0,3879,0,1,0
194906,0,3,1,1,23780,14,200,1,3880,0,2,-1
85751,0,4,1,1,26842,14,0,0,3711,0,0,0
15676,0,1,1,1,0,0,0,0,3178,0,1,0
55064,0,2,1,1,8041,13,0,0,3329,1,0,2
40675,0,1,1,1,1413,9,0,0,2895,0,1,0
7843,0,1,1,1,600,2,600,2,3557,0,2,4
56896,0,4,1,1,34019,15,0,0,3696,0,0,0
91935,0,3,1,1,17550,18,0,0,4216,1,0,2
50496,0,3,1,1,13287,26,0,0,4610,1,0,2
156853,0,4,1,1,37625,14,0,0,4510,1,0,2
65533,0,2,1,1,7595,10,0,0,4544,0,1,0
12207,0,1,1,1,0,0,0,0,4565,0,1,0
26421,0,1,1,1,1250,3,0,0,4593,0,1,0
16176,0,1,1,1,0,0,0,0,4170,0,1,0
44754,0,1,1,1,0,0,0,0,3648,1,1,2
4787,0,1,1,1,3125,8,500,1,4734,1,2,1
179472,0,3,1,1,11289,15,0,0,4708,0,0,0
76077,0,1,1,1,500,4,0,0,4616,0,1,0
14273,0,1,1,1,0,0,0,0,4341,0,1,0
37693,0,3,1,1,30546,7,0,0,4671,1,0,2
20678,0,1,1,1,2155,8,0,0,3862,0,1,0
5316,0,1,1,1,1134,4,0,0,4610,0,1,0
133831,0,1,1,1,100,1,100,1,4588,0,1,3
30306,0,1,1,1,2500,1,0,0,4309,0,1,0
95925,0,1,1,1,7337,22,350,2,4625,0,2,-1
14304,0,1,1,1,0,0,0,0,4600,0,1,0
6978,0,1,1,1,610,3,0,0,4349,0,1,0
39909,0,1,1,1,2682,14,0,0,4470,0,1,0
25544,0,1,1,1,3271,7,0,0,4580,1,1,2
166417,0,4,1,1,28607,11,0,0,4357,0,0,0
69555,0,3,1,1,21957,16,250,1,4390,0,2,3
2344,0,1,1,1,1478,10,0,0,4481,0,1,0
8780,0,1,1,1,2750,15,0,0,4237,0,1,0
44654,0,4,1,1,48874,16,0,0,4530,1,0,2
32678,0,1,1,1,0,0,0,0,4481,1,1,2
76387,0,1,1,1,3588,7,0,0,4442,0,1,0
52195,0,4,1,1,35847,13,0,0,4476,1,0,2
137778,0,3,1,1,19557,18,0,0,4599,0,0,0
3056,0,1,1,1,1200,3,0,0,4363,0,1,0
34182,0,1,1,1,0,0,0,0,3967,0,1,0
7371,0,1,1,1,1375,4,0,0,4505,0,1,0
87553,0,3,1,1,15681,14,0,0,4547,0,0,0
14614,0,1,1,1,2275,3,0,0,4567,1,1,2
23997,0,1,1,1,250,2,250,2,4204,0,2,4
37202,0,1,1,1,15000,4,0,0,4511,0,1,0
54594,0,3,1,1,14402,14,0,0,4233,0,0,0
57474,0,2,1,1,5535,7,0,0,4364,0,1,0
20111,0,1,1,1,5653,12,0,0,4468,1,1,2
45950,0,4,1,1,38921,22,750,2,4302,1,2,-1
100649,0,1,1,1,4000,3,500,1,4457,1,2,1
52713,0,3,1,1,16273,13,100,1,4449,0,0,3
11690,0,3,1,1,17615,17,0,0,4417,1,0,2
144697,0,1,1,1,2000,1,0,0,4420,0,1,0
75179,0,1,1,1,1015,2,0,0,4118,0,1,0
19850,0,1,1,1,500,1,500,1,4376,1,2,1
96154,0,1,1,1,7052,15,0,0,4433,0,1,0
55778,0,1,1,1,6500,12,500,1,3704,0,2,3
36227,0,2,1,1,7230,14,0,0,3736,0,1,0
41153,0,4,1,1,28686,15,0,0,4404,0,0,0
20789,0,1,1,1,0,0,0,0,4279,0,1,0
37911,0,1,1,1,2250,11,0,0,4385,0,1,0
41133,0,1,1,1,635,3,0,0,4419,1,1,2
60864,0,3,1,1,23364,19,50,1,4436,1,0,1
90526,0,1,1,1,2000,9,0,0,4488,0,1,0
15148,0,1,1,1,15148,3,0,0,269,0,1,0
5393,0,1,1,1,0,0,0,0,4517,0,1,0
434,0,1,1,1,15530,5,0,0,3628,1,1,2
81055,0,3,1,1,14344,14,0,0,4610,0,0,0
31360,0,1,1,1,821,7,0,0,4488,0,1,0
156885,0,4,1,1,38601,19,0,0,4534,1,0,2
63820,0,3,1,1,13981,15,0,0,4608,0,0,0
76659,0,1,1,1,0,0,0,0,4608,1,1,2
40724,0,4,1,1,29481,14,0,0,4007,1,0,2
146173,0,3,1,1,13871,17,0,0,4414,1,0,2
26055,0,1,1,1,647,9,0,0,4464,0,1,0
68,0,1,1,1,590,1,0,0,3937,0,1,0
50001,0,1,1,1,4853,12,0,0,4023,0,1,0
122506,0,3,1,1,21022,13,0,0,4408,1,0,2
126886,0,2,1,1,9120,17,0,0,4044,0,0,0
58898,0,1,1,1,23050,15,50,1,4328,1,0,-1
45735,0,1,1,1,10085,3,0,0,4239,0,1,0
77225,0,4,1,1,30646,15,0,0,4282,0,0,0
59874,0,1,1,1,0,0,0,0,3986,1,1,2
30868,0,1,1,1,405,3,0,0,4226,1,1,2
34257,0,1,1,1,2010,4,0,0,4309,0,1,0
42639,0,2,1,1,7366,12,0,0,4181,0,1,0
771,0,1,1,1,40256,4,0,0,4203,1,0,2
89708,0,1,1,1,8000,4,0,0,3173,0,1,0
75892,0,2,1,1,8738,15,0,0,4160,1,0,2
14426,0,1,1,1,0,0,0,0,4096,0,1,0
29559,0,4,1,1,28969,16,0,0,4236,1,0,2
113113,0,3,1,1,10736,13,0,0,4307,0,0,0
73027,0,4,1,1,34002,19,0,0,4063,1,0,2
17386,0,1,1,1,0,0,0,0,3771,0,1,0
9310,0,1,1,1,500,1,500,1,4272,0,2,3
11023,0,1,1,1,0,0,0,0,4328,0,1,0
55406,0,4,1,1,38118,18,500,1,4310,1,2,1
47638,0,1,1,1,0,0,0,0,3739,0,1,0
30040,0,2,1,1,8636,8,500,1,3873,1,2,1
24787,0,1,1,1,1000,1,0,0,3930,0,1,0
726,0,1,1,1,0,0,0,0,4268,1,1,2
40686,0,1,1,1,260,2,0,0,4177,0,1,0
16626,0,1,1,1,2500,13,0,0,4329,0,1,0
32522,0,1,1,1,5971,4,471,2,4042,0,2,4
86533,0,1,1,1,3700,4,700,2,3600,0,2,4
166470,0,2,1,1,9574,16,0,0,4194,0,0,0
10797,0,1,1,1,0,0,0,0,3581,1,1,2
131618,0,4,1,1,46473,16,0,0,4274,0,0,0
28695,0,1,1,1,0,0,0,0,4173,0,1,0
15253,0,2,1,1,5427,8,0,0,4373,0,1,0
193818,0,3,1,1,16327,13,0,0,3768,1,0,2
22678,0,1,1,1,2125,7,0,0,4068,0,1,0
89430,0,3,1,1,24314,18,0,0,1547,0,0,0
26522,0,3,1,1,18479,13,0,0,4358,1,0,2
59913,0,1,1,1,2210,5,150,1,3481,0,1,3
16516,0,1,1,1,500,1,0,0,4275,0,1,0
49050,0,3,1,1,18436,16,0,0,2426,0,0,0
4939,0,1,1,1,1000,1,0,0,2515,1,1,2
26077,0,1,1,1,6768,4,0,0,3487,1,1,2
110893,0,1,1,1,4653,6,0,0,3645,0,1,0
56455,0,1,1,1,6000,3,0,0,4218,0,1,0
32699,0,1,1,1,1500,2,500,1,3167,0,2,3
109790,0,1,1,1,16108,4,0,0,3123,0,1,0
1054,0,1,1,1,15147,3,0,0,3133,1,1,2
27532,0,1,1,1,4639,13,0,0,3939,0,1,0
62464,0,1,1,1,5675,16,500,1,3820,0,2,3
4041,0,1,1,1,0,0,0,0,3344,0,1,0
28138,0,1,1,1,6330,29,0,0,3847,1,0,2
33010,0,1,1,1,0,0,0,0,3915,0,1,0
45687,0,1,1,1,45,2,0,0,2269,0,1,0
12981,0,1,1,1,0,0,0,0,4246,1,1,2
75505,0,4,1,1,30850,17,500,1,4007,0,2,3
55591,0,2,1,1,8817,13,0,0,3693,0,1,0
37358,0,4,1,1,50488,19,0,0,3967,1,0,2
33803,0,1,1,1,6100,34,0,0,4079,0,0,0
2500,0,1,1,1,2500,1,0,0,3717,0,1,0
140527,0,1,1,1,3500,14,0,0,4023,0,1,0
5360,0,1,1,1,0,0,0,0,4392,0,1,0
122545,0,1,1,1,269,4,250,1,3834,1,2,1
192889,0,1,1,1,10500,5,0,0,4096,0,1,0
37833,0,4,1,1,48172,15,500,1,3551,1,2,1
48256,0,1,1,1,9690,2,0,0,3979,0,1,0
82497,0,1,1,1,0,0,0,0,3565,0,1,0
32619,0,1,1,1,1070,7,0,0,3846,0,1,0
57017,0,1,1,1,2495,11,0,0,3854,0,1,0
49375,0,3,1,1,23628,14,0,0,3797,0,0,0
25341,0,1,1,1,38,4,0,0,3995,1,1,2
45150,0,3,1,1,18907,13,0,0,4141,0,0,0
19132,0,2,1,1,9124,17,0,0,3915,0,1,0
13040,0,1,1,1,500,1,0,0,3972,0,1,0
36294,0,1,1,1,0,0,0,0,3956,0,1,0
89840,0,2,1,1,7048,14,0,0,3819,0,1,0
6914,0,1,1,1,1500,1,0,0,3915,1,1,2
28493,0,3,1,1,21845,22,300,1,3932,1,2,1
